"","Pathway","Type","Plantform","Leafspan","Tregion","Wregion","Wregion2","opt","Date","Time","Datacontrib","Species","Funtype","fitgroup","Location","RH","Tair","Tleaf","CO2S","PARin","Patm","BLCond","Trmmol","SWC","SWP","latitude","longitude","Totalheight","LAI","sampleheight","canopyposition","LWP","LWPpredawn","Instrument","Season","GrowthCa","GrowthTair","Growthcond","Treatment","OriginalFile","Comments","Reference","LightSource","Cond","Photo","VPD","Ci"
"7709","C3","angiosperm","tree","evergreen","temperate","humid",0.879,"opt","2/12/09","10:56:52","Nicolas Martin-StPaul","Quercus ilex_StPaul_Puechabon","temperate evergreen","all","Puechabon_France",41.89,15.86,15.71,391.28,1500,98.42,-9999,0.000890974,-9999,-9999,43.73333333,3.583333333,"4.15","1.9",-9999,"top",-9999,-0.78,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Intermediate site of the gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.085412765,8.406645805,1.03,225.8792761
"7710","C3","angiosperm","tree","evergreen","temperate","humid",0.879,"opt","4/7/09","13:34:36","Nicolas Martin-StPaul","Quercus ilex_StPaul_Puechabon","temperate evergreen","all","Puechabon_France",78.12,30.49,35.88,393.11,1498,97.89,-9999,0.001717742,-9999,-9999,43.73333333,3.583333333,"4.15","1.9",-9999,"top",-9999,-0.7,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Intermediate site of the gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.064866497,8.915221469,2.51,158.5220876
"7711","C3","angiosperm","tree","evergreen","temperate","humid",0.879,"opt","12/6/09","14:27:41","Nicolas Martin-StPaul","Quercus ilex_StPaul_Puechabon","temperate evergreen","all","Puechabon_France",60.92,22.58,26.97,388.22,1498,98.98,-9999,0.002077991,-9999,-9999,43.73333333,3.583333333,"4.15","1.9",-9999,"top",-9999,-0.5,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Intermediate site of the gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.108163765,11.0925164,1.9,211.1816505
"7712","C3","angiosperm","tree","evergreen","temperate","humid",0.879,"opt","29/09/2009","7:59:59","Nicolas Martin-StPaul","Quercus ilex_StPaul_Puechabon","temperate evergreen","all","Puechabon_France",19.29,24.23,25.34,397.04,1502,98.59,-9999,0.000780342,-9999,-9999,43.73333333,3.583333333,"4.15","1.9",-9999,"top",-9999,-1.7,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Intermediate site of the gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.028561461,3.439656095,2.66,190.3418855
"7713","C3","angiosperm","tree","evergreen","temperate","humid",0.879,"opt","30/04/2009","9:48:47","Nicolas Martin-StPaul","Quercus ilex_StPaul_Puechabon","temperate evergreen","all","Puechabon_France",31.02,22.13,21.61,394.81,1494,98.17,-9999,0.001005166,-9999,-9999,43.73333333,3.583333333,"4.15","1.9",-9999,"top",-9999,-0.4,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Intermediate site of the gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.055767303,6.602637544,1.76,194.672907
"7714","C3","angiosperm","tree","evergreen","temperate","humid",0.879,"opt","23/07/2009","12:26:33","Nicolas Martin-StPaul","Quercus ilex_StPaul_Puechabon","temperate evergreen","all","Puechabon_France",72.3,27.92,32.9,390.41,1501,97.96,-9999,0.002141782,-9999,-9999,43.73333333,3.583333333,"4.15","1.9",-9999,"top",-9999,-1.2,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Intermediate site of the gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.089713719,10.96618396,2.29,180.2376411
"7715","C3","angiosperm","tree","evergreen","temperate","humid",0.879,"opt","27/08/2009","14:51:49","Nicolas Martin-StPaul","Quercus ilex_StPaul_Puechabon","temperate evergreen","all","Puechabon_France",24.24,31.46,37,300.65,1499,98.54,-9999,0.000355984,-9999,-9999,43.73333333,3.583333333,"4.15","1.9",-9999,"top",-9999,-3.1,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Intermediate site of the gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.006523605,0.547666945,5.18,146.6023944
"7716","C3","angiosperm","tree","evergreen","temperate","humid",0.879,"opt","5/7/09","6:13:12","Nicolas Martin-StPaul","Quercus ilex_StPaul_Puechabon","temperate evergreen","all","Puechabon_France",25.44,23.09,26.27,390.23,1498,98.01,-9999,0.003234863,-9999,-9999,43.73333333,3.583333333,"4.15","1.9",-9999,"top",-9999,-1,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Intermediate site of the gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.116066375,12.74298808,2.71,199.398572
"7717","C3","angiosperm","tree","evergreen","temperate","humid",0.879,"opt","12/6/09","6:18:55","Nicolas Martin-StPaul","Quercus ilex_StPaul_Puechabon","temperate evergreen","all","Puechabon_France",36.68,24.61,25.45,390.13,1498,99.04,-9999,0.001970405,-9999,-9999,43.73333333,3.583333333,"4.15","1.9",-9999,"top",-9999,-0.43,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Intermediate site of the gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.09164857,9.137569809,2.13,217.0539324
"7718","C3","angiosperm","tree","evergreen","temperate","humid",0.879,"opt","29/04/2009","10:46:32","Nicolas Martin-StPaul","Quercus ilex_StPaul_Puechabon","temperate evergreen","all","Puechabon_France",28.04,20.66,19.01,392.79,1506,98.21,-9999,0.001656313,-9999,-9999,43.73333333,3.583333333,"4.15","1.9",-9999,"top",-9999,-0.4,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Intermediate site of the gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.108007823,11.41940908,1.52,212.3945521
"7719","C3","angiosperm","tree","evergreen","temperate","humid",0.879,"opt","23/07/2009","11:27:51","Nicolas Martin-StPaul","Quercus ilex_StPaul_Puechabon","temperate evergreen","all","Puechabon_France",69.53,26.3,30.79,391.47,1504,97.96,-9999,0.001595147,-9999,-9999,43.73333333,3.583333333,"4.15","1.9",-9999,"top",-9999,-1.5,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Intermediate site of the gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.074135213,9.799026692,2.07,167.0991509
"7720","C3","angiosperm","tree","evergreen","temperate","humid",0.879,"opt","29/09/2009","11:53:37","Nicolas Martin-StPaul","Quercus ilex_StPaul_Puechabon","temperate evergreen","all","Puechabon_France",34.4,26.21,25.59,398.48,1500,98.73,-9999,0.000808154,-9999,-9999,43.73333333,3.583333333,"4.15","1.9",-9999,"top",-9999,-1.9,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Intermediate site of the gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.037141984,2.397302842,2.12,282.5019787
"7721","C3","angiosperm","tree","evergreen","temperate","humid",0.879,"opt","2/12/09","12:49:36","Nicolas Martin-StPaul","Quercus ilex_StPaul_Puechabon","temperate evergreen","all","Puechabon_France",40.57,18.08,17.74,384.85,1501,98.3,-9999,0.001576624,-9999,-9999,43.73333333,3.583333333,"4.15","1.9",-9999,"top",-9999,-0.68,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Intermediate site of the gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.13190173,14.09520621,1.19,203.5953634
"7722","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","18/06/2009","7:25:35","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",56.94,22.59,26.11,395.34,1499,99.68,-9999,0.002014388,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-0.5,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.10969784,7.832191369,1.83,268.6345814
"7723","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","2/10/09","8:13:48","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",28.5,23.44,24.14,396.33,1668,99.22,-9999,0.000794636,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-2.3,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.035517755,5.696533083,2.19,128.4350173
"7724","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","27/04/2009","8:20:49","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",37.05,21.91,20.28,388.86,1501,98.28,-9999,0.002215572,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-0.65,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.157362463,16.13504537,1.41,212.6643922
"7725","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","27/04/2009","8:21:44","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",36.91,22.01,20.39,388.88,1501,98.28,-9999,0.00225085,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-0.65,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.158324238,15.9872554,1.42,215.1231798
"7726","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","23/08/2009","8:23:51","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",40.17,27.63,32.18,393.53,1501,99.15,-9999,0.00231049,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-1.9,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.067613537,9.433713286,3.33,152.1597456
"7727","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","28/11/2009","10:02:11","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",45.13,20.11,19.25,390.78,1501,99.35,-9999,0.00165943,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-0.55,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.14272459,13.41025577,1.17,230.2223545
"7728","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","28/11/2009","11:01:26","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",43.67,20.77,18.52,398.06,1498,99.31,-9999,0.000708115,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-0.55,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.065932436,3.643061271,1.07,302.3919771
"7729","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","18/06/2009","6:20:14","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",75.2,23.24,24.89,396.17,1502,99.67,-9999,0.000523481,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-0.683333333,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.051001223,6.048801608,1.01,199.5352703
"7730","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","21/07/2009","6:36:17","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",43.05,19.35,24.92,396.75,1502,99.27,-9999,0.000655472,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-1.683333333,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.029236752,3.874587012,2.19,173.1915194
"7731","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","27/04/2009","6:48:02","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",33.04,19.28,18.51,393.42,1498,98.37,-9999,0.001233292,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-0.625,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.087279161,8.693932411,1.4,224.1636126
"7732","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","23/08/2009","7:21:17","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",40.53,24.78,29.93,397.73,1501,99.16,-9999,0.000898038,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-3.0825,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.029333441,3.510519251,2.97,190.6323042
"7733","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","28/11/2009","9:06:30","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",41.31,19.31,18.79,391.67,1502,99.34,-9999,0.001358356,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-0.55,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.109194065,11.66889157,1.25,210.8347794
"7734","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","2/10/09","11:46:28","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",31.1,24.87,24.82,300.17,1499,99.15,-9999,0.000272971,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-3.35,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.012278189,0.351960852,2.17,244.4819624
"7735","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","27/04/2009","13:07:13","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",37.24,25.84,24.92,393.42,1499,98.08,-9999,0.001603206,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-0.375,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.081590977,10.38241595,1.92,177.3862312
"7736","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","18/06/2009","13:18:31","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",41.43,30.65,34.64,397.4,1499,99.5,-9999,0.001743423,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-0.65,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.045577516,4.682105605,3.7,212.6995552
"7737","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","2/10/09","13:48:41","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",35.06,24.92,24.24,399.96,1501,99.05,-9999,0.000199975,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-3.4,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.010075551,0.08382987,1.93,374.3025124
"7738","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","23/08/2009","13:49:24","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",37.4,29.58,33.53,398.81,1502,98.96,-9999,0.001356516,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-2.715,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.035828925,1.59842481,3.65,305.4359787
"7739","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","2/10/09","14:02:37","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",32.85,25.38,25.48,300.1,1499,99.05,-9999,0.000304381,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-3.4,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.013424633,0.242225246,2.2,260.9493478
"7740","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","21/07/2009","14:38:32","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",71.32,23.56,26.12,391.69,1501,99.42,-9999,0.001252525,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-0.59,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.093929734,12.08957634,1.32,175.7286958
"7741","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","29/11/2009","13:17:11","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",43.89,22.34,22.49,393.75,1501,97.52,-9999,0.001294,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-0.55,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.081572289,8.180132685,1.55,222.73749
"7742","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","2/10/09","9:13:35","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",34.97,23.25,22.59,398.83,1230,99.23,-9999,0.000270785,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-3.25,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.015123396,1.301268931,1.75,251.4028886
"7743","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","21/07/2009","9:48:57","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",83.6,20.95,25.03,390.46,1501,99.43,-9999,0.001287205,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-1,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.11579173,14.2395741,1.1,183.9252386
"7744","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","21/07/2009","11:08:34","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",66.39,24.58,27.65,394.41,1245,99.44,-9999,0.00101299,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-1.166666667,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.059769094,7.784323631,1.66,175.717766
"7745","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","29/11/2009","11:13:38","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",47.98,21.22,21.49,390.91,1500,97.71,-9999,0.001674997,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-0.7,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.121527575,14.15540399,1.36,193.423881
"7746","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","23/08/2009","11:25:19","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",32.57,30.94,35.18,398.91,1501,99.06,-9999,0.000785535,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-2.5,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.017760393,0.342638327,4.24,341.6367792
"7747","C3","angiosperm","tree","evergreen","temperate","humid",0.74,"opt","23/08/2009","11:39:15","Nicolas Martin-StPaul","Quercus ilex_StPaul_Vic la Gardiole","temperate evergreen","all","Vic la Gardiole_France",33.56,30.56,34.71,300.6,1502,99.05,-9999,0.000673671,-9999,-9999,43.48333333,3.75,"3.15","1.2",-9999,"top",-9999,-2.5,"Licor 6400(2cm_ Fluo)","-9999","ambient","ambient","Field","Dry site of Gradient","-9999","-9999","Martin-StPaul et al 2012","-9999",0.015825668,0.455725683,4.08,236.0468529
